Museum ID,Kode Pengelolaan,Nama,SDM,Alamat,Desa/Kelurahan,Kecamatan,Kabupaten/Kota,Propinsi,Lintang,Bujur,Koleksi,Sumber Dana,Pengelola,Tipe,Standar,Tahun Berdiri,Bangunan,Luas Tanah
5F83D6F4-6193-43C4-A421-E6E6FD3C3AF5,MS000132,Museum Ali Hasyimy (RUMOH CUT MEUTIA),,Jl. Jenderal Sudirman No. 20,-,Matangkuli,Kab. Aceh Utara,Aceh,5.5293350,95.3038470,,YAYASAN PENDIDIKAN ALI HASYIMY,Yayasan Pendidikan Ali Hasyimy,Khusus,B,1991,Lama,3000
FA39FD62-EBB1-4252-8DE6-CBFD7798B8E8,MS000114,Museum Malikussaleh,,Jl. Mayjen Tengku Islamiah,-,Samudera,Kab. Aceh Utara,Aceh,5.1164500,97.1794800,1620,YAYASAN MALUSSALEH,Yayasan,,-,,,
