Museum ID,Kode Pengelolaan,Nama,SDM,Alamat,Desa/Kelurahan,Kecamatan,Kabupaten/Kota,Propinsi,Lintang,Bujur,Koleksi,Sumber Dana,Pengelola,Tipe,Standar,Tahun Berdiri,Bangunan,Luas Tanah
C392669D-C918-4D8A-A0B9-4C5714E6D6AB,MS000166,Museum Linggarjati,0,Jl. Linggarjati,-,Cilimus,Kab. Kuningan,Prop. Jawa Barat,-6.8848020,108.4737850,0,-,Pemkab,Khusus,C,1976,Lama,0
AE12DD4C-BDB0-42FA-ABE7-04A256337059,MS000167,Museum Situs Cipari,0,"Kampung Cipari, Ds. Cigugur,",-,Cigugur,Kab. Kuningan,Prop. Jawa Barat,-6.9621340,108.4688420,0,-,BPCB Serang Banten,Khusus,C,1978,-,7000
