Museum ID,Kode Pengelolaan,Nama,SDM,Alamat,Desa/Kelurahan,Kecamatan,Kabupaten/Kota,Propinsi,Lintang,Bujur,Koleksi,Sumber Dana,Pengelola,Tipe,Standar,Tahun Berdiri,Bangunan,Luas Tanah
625ACFCD-162E-4F38-B806-FAA973322D22,MS000283,Museum Daerah Kambang Putih,0,"Jl. Kartini No. 3, Kompleks Pendopo Krida Manunggal",-,Tuban,Kab. Tuban,Prop. Jawa Timur,-6.8960610,112.0642470,0,-,Dinas Pendidikan Pemuda dan Olahraga Kabupaten Tuban,Umum,-,0,-,0
